State,District,Crop,Year,FY,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Rajasthan,Jaipur,Arhar/Tur, 2016-17,2017,Kharif     ,249,80,0.32
Rajasthan,Jaipur,Arhar/Tur, 2017-18,2018,Kharif     ,81,51,0.63
Rajasthan,Jaipur,Arhar/Tur, 2018-19,2019,Kharif     ,41,26,0.63
Rajasthan,Jaipur,Arhar/Tur, 2019-20,2020,Kharif     ,22,18,0.82
Rajasthan,Jaisalmer,Arhar/Tur, 2001-02,2002,Kharif     ,10,,0
Rajasthan,Jaisalmer,Arhar/Tur, 2003-04,2004,Kharif     ,20,4,0.2
Rajasthan,Jaisalmer,Arhar/Tur, 2004-05,2005,Kharif     ,1,,0
Rajasthan,Jaisalmer,Arhar/Tur, 2009-10,2010,Kharif     ,13,4,0.31
Rajasthan,Jaisalmer,Arhar/Tur, 2015-16,2016,Kharif     ,8,1,0.13
Rajasthan,Jaisalmer,Arhar/Tur, 2016-17,2017,Kharif     ,1,1,1
Rajasthan,Jaisalmer,Arhar/Tur, 2017-18,2018,Kharif     ,4,1,0.25
Rajasthan,Jalore,Arhar/Tur, 1998-99,1999,Kharif     ,1,1,1
Rajasthan,Jalore,Arhar/Tur, 2001-02,2002,Kharif     ,1,,0
Rajasthan,Jalore,Arhar/Tur, 2007-08,2008,Kharif     ,2,1,0.5
Rajasthan,Jalore,Arhar/Tur, 2008-09,2009,Kharif     ,4,1,0.25
Rajasthan,Jalore,Arhar/Tur, 2012-13,2013,Kharif     ,203,162,0.8
Rajasthan,Jalore,Arhar/Tur, 2014-15,2015,Kharif     ,1,,0
Rajasthan,Jalore,Arhar/Tur, 2015-16,2016,Kharif     ,3,,0
Rajasthan,Jalore,Arhar/Tur, 2018-19,2019,Kharif     ,2,,0
Rajasthan,Jhalawar,Arhar/Tur, 1997-98,1998,Kharif     ,1300,500,0.38
Rajasthan,Jhalawar,Arhar/Tur, 1998-99,1999,Kharif     ,1167,1319,1.13
Rajasthan,Jhalawar,Arhar/Tur, 1999-00,2000,Kharif     ,952,569,0.6
Rajasthan,Jhalawar,Arhar/Tur, 2000-01,2001,Kharif     ,854,160,0.19
Rajasthan,Jhalawar,Arhar/Tur, 2001-02,2002,Kharif     ,764,1053,1.38
Rajasthan,Jhalawar,Arhar/Tur, 2002-03,2003,Kharif     ,655,225,0.34
Rajasthan,Jhalawar,Arhar/Tur, 2003-04,2004,Kharif     ,635,277,0.44
Rajasthan,Jhalawar,Arhar/Tur, 2004-05,2005,Kharif     ,863,672,0.78
Rajasthan,Jhalawar,Arhar/Tur, 2005-06,2006,Kharif     ,635,567,0.89
Rajasthan,Jhalawar,Arhar/Tur, 2006-07,2007,Kharif     ,623,553,0.89
Rajasthan,Jhalawar,Arhar/Tur, 2007-08,2008,Kharif     ,539,633,1.17
Rajasthan,Jhalawar,Arhar/Tur, 2008-09,2009,Kharif     ,544,550,1.01
Rajasthan,Jhalawar,Arhar/Tur, 2009-10,2010,Kharif     ,398,398,1
Rajasthan,Jhalawar,Arhar/Tur, 2010-11,2011,Kharif     ,459,459,1
Rajasthan,Jhalawar,Arhar/Tur, 2011-12,2012,Kharif     ,254,253,1
Rajasthan,Jhalawar,Arhar/Tur, 2012-13,2013,Kharif     ,243,219,0.9
Rajasthan,Jhalawar,Arhar/Tur, 2013-14,2014,Kharif     ,136,109,0.8
Rajasthan,Jhalawar,Arhar/Tur, 2014-15,2015,Kharif     ,113,113,1
Rajasthan,Jhalawar,Arhar/Tur, 2015-16,2016,Kharif     ,53,32,0.6
Rajasthan,Jhalawar,Arhar/Tur, 2016-17,2017,Kharif     ,168,40,0.24
Rajasthan,Jhalawar,Arhar/Tur, 2017-18,2018,Kharif     ,145,116,0.8
Rajasthan,Jhalawar,Arhar/Tur, 2018-19,2019,Kharif     ,55,44,0.8
Rajasthan,Jhalawar,Arhar/Tur, 2019-20,2020,Kharif     ,46,18,0.39
Rajasthan,Jhunjhunu,Arhar/Tur, 1997-98,1998,Kharif     ,100,100,1
Rajasthan,Jhunjhunu,Arhar/Tur, 1998-99,1999,Kharif     ,15,20,1.33
Rajasthan,Jhunjhunu,Arhar/Tur, 1999-00,2000,Kharif     ,4,4,1
Rajasthan,Jhunjhunu,Arhar/Tur, 2000-01,2001,Kharif     ,1,1,1
Rajasthan,Jhunjhunu,Arhar/Tur, 2004-05,2005,Kharif     ,1,,0
Rajasthan,Jhunjhunu,Arhar/Tur, 2009-10,2010,Kharif     ,1,,0
Rajasthan,Jhunjhunu,Arhar/Tur, 2010-11,2011,Kharif     ,2,,0
Rajasthan,Jhunjhunu,Arhar/Tur, 2011-12,2012,Kharif     ,2,0,0
Rajasthan,Jodhpur,Arhar/Tur, 2008-09,2009,Kharif     ,2,1,0.5
Rajasthan,Jodhpur,Arhar/Tur, 2010-11,2011,Kharif     ,56,22,0.39
Rajasthan,Karauli,Arhar/Tur, 1997-98,1998,Kharif     ,500,200,0.4
Rajasthan,Karauli,Arhar/Tur, 1998-99,1999,Kharif     ,310,411,1.33
Rajasthan,Karauli,Arhar/Tur, 1999-00,2000,Kharif     ,309,183,0.59
Rajasthan,Karauli,Arhar/Tur, 2000-01,2001,Kharif     ,457,109,0.24
Rajasthan,Karauli,Arhar/Tur, 2001-02,2002,Kharif     ,352,220,0.63
Rajasthan,Karauli,Arhar/Tur, 2002-03,2003,Kharif     ,231,25,0.11
Rajasthan,Karauli,Arhar/Tur, 2003-04,2004,Kharif     ,260,136,0.52
Rajasthan,Karauli,Arhar/Tur, 2004-05,2005,Kharif     ,252,264,1.05
Rajasthan,Karauli,Arhar/Tur, 2005-06,2006,Kharif     ,258,247,0.96
Rajasthan,Karauli,Arhar/Tur, 2006-07,2007,Kharif     ,383,567,1.48
Rajasthan,Karauli,Arhar/Tur, 2007-08,2008,Kharif     ,481,638,1.33
Rajasthan,Karauli,Arhar/Tur, 2008-09,2009,Kharif     ,506,712,1.41
Rajasthan,Karauli,Arhar/Tur, 2009-10,2010,Kharif     ,332,332,1
Rajasthan,Karauli,Arhar/Tur, 2010-11,2011,Kharif     ,501,578,1.15
Rajasthan,Karauli,Arhar/Tur, 2011-12,2012,Kharif     ,296,402,1.36
Rajasthan,Karauli,Arhar/Tur, 2012-13,2013,Kharif     ,242,314,1.3
Rajasthan,Karauli,Arhar/Tur, 2013-14,2014,Kharif     ,314,374,1.19
Rajasthan,Karauli,Arhar/Tur, 2014-15,2015,Kharif     ,347,420,1.21
Rajasthan,Karauli,Arhar/Tur, 2015-16,2016,Kharif     ,259,238,0.92
Rajasthan,Karauli,Arhar/Tur, 2016-17,2017,Kharif     ,184,183,0.99
Rajasthan,Karauli,Arhar/Tur, 2017-18,2018,Kharif     ,179,194,1.08
Rajasthan,Karauli,Arhar/Tur, 2018-19,2019,Kharif     ,114,125,1.1
Rajasthan,Karauli,Arhar/Tur, 2019-20,2020,Kharif     ,150,74,0.49
Rajasthan,Kota,Arhar/Tur, 1997-98,1998,Kharif     ,100,100,1
Rajasthan,Kota,Arhar/Tur, 1998-99,1999,Kharif     ,246,326,1.33
Rajasthan,Kota,Arhar/Tur, 1999-00,2000,Kharif     ,431,229,0.53
Rajasthan,Kota,Arhar/Tur, 2000-01,2001,Kharif     ,256,54,0.21
Rajasthan,Kota,Arhar/Tur, 2001-02,2002,Kharif     ,185,93,0.5
Rajasthan,Kota,Arhar/Tur, 2002-03,2003,Kharif     ,67,5,0.07
Rajasthan,Kota,Arhar/Tur, 2003-04,2004,Kharif     ,110,55,0.5
Rajasthan,Kota,Arhar/Tur, 2004-05,2005,Kharif     ,49,25,0.51
Rajasthan,Kota,Arhar/Tur, 2005-06,2006,Kharif     ,63,32,0.51
Rajasthan,Kota,Arhar/Tur, 2006-07,2007,Kharif     ,37,19,0.51
Rajasthan,Kota,Arhar/Tur, 2007-08,2008,Kharif     ,18,12,0.67
Rajasthan,Kota,Arhar/Tur, 2008-09,2009,Kharif     ,42,25,0.6
Rajasthan,Kota,Arhar/Tur, 2009-10,2010,Kharif     ,20,20,1
Rajasthan,Kota,Arhar/Tur, 2010-11,2011,Kharif     ,48,57,1.19
Rajasthan,Kota,Arhar/Tur, 2011-12,2012,Kharif     ,28,33,1.18
Rajasthan,Kota,Arhar/Tur, 2012-13,2013,Kharif     ,11,11,1
Rajasthan,Kota,Arhar/Tur, 2013-14,2014,Kharif     ,16,4,0.25
Rajasthan,Kota,Arhar/Tur, 2014-15,2015,Kharif     ,9,5,0.56
Rajasthan,Kota,Arhar/Tur, 2015-16,2016,Kharif     ,1,1,1
Rajasthan,Kota,Arhar/Tur, 2016-17,2017,Kharif     ,26,26,1
Rajasthan,Kota,Arhar/Tur, 2017-18,2018,Kharif     ,5,5,1
Rajasthan,Kota,Arhar/Tur, 2018-19,2019,Kharif     ,7,7,1
Rajasthan,Kota,Arhar/Tur, 2019-20,2020,Kharif     ,12,5,0.42
Rajasthan,Nagaur,Arhar/Tur, 2001-02,2002,Kharif     ,12,1,0.08
Rajasthan,Nagaur,Arhar/Tur, 2003-04,2004,Kharif     ,22,11,0.5
Rajasthan,Nagaur,Arhar/Tur, 2004-05,2005,Kharif     ,20,1,0.05
Rajasthan,Pali,Arhar/Tur, 1997-98,1998,Kharif     ,200,100,0.5
Rajasthan,Pali,Arhar/Tur, 1998-99,1999,Kharif     ,152,201,1.32
Rajasthan,Pali,Arhar/Tur, 1999-00,2000,Kharif     ,181,,0
Rajasthan,Pali,Arhar/Tur, 2000-01,2001,Kharif     ,153,,0
Rajasthan,Pali,Arhar/Tur, 2001-02,2002,Kharif     ,157,47,0.3
Rajasthan,Pali,Arhar/Tur, 2002-03,2003,Kharif     ,91,,0
Rajasthan,Pali,Arhar/Tur, 2003-04,2004,Kharif     ,41,20,0.49
Rajasthan,Pali,Arhar/Tur, 2004-05,2005,Kharif     ,37,5,0.14
Rajasthan,Pali,Arhar/Tur, 2005-06,2006,Kharif     ,100,10,0.1
Rajasthan,Pali,Arhar/Tur, 2006-07,2007,Kharif     ,134,109,0.81
Rajasthan,Pali,Arhar/Tur, 2007-08,2008,Kharif     ,119,57,0.48
Rajasthan,Pali,Arhar/Tur, 2008-09,2009,Kharif     ,134,37,0.28
Rajasthan,Pali,Arhar/Tur, 2009-10,2010,Kharif     ,93,,0
Rajasthan,Pali,Arhar/Tur, 2010-11,2011,Kharif     ,108,24,0.22
Rajasthan,Pali,Arhar/Tur, 2011-12,2012,Kharif     ,532,459,0.86
Rajasthan,Pali,Arhar/Tur, 2012-13,2013,Kharif     ,63,32,0.51
Rajasthan,Pali,Arhar/Tur, 2013-14,2014,Kharif     ,56,,0
Rajasthan,Pali,Arhar/Tur, 2014-15,2015,Kharif     ,49,24,0.49
Rajasthan,Pali,Arhar/Tur, 2015-16,2016,Kharif     ,76,38,0.5
Rajasthan,Pali,Arhar/Tur, 2016-17,2017,Kharif     ,40,17,0.43
Rajasthan,Pali,Arhar/Tur, 2017-18,2018,Kharif     ,61,31,0.51
Rajasthan,Pali,Arhar/Tur, 2018-19,2019,Kharif     ,49,49,1
Rajasthan,Pali,Arhar/Tur, 2019-20,2020,Kharif     ,47,47,1
Rajasthan,Pratapgarh,Arhar/Tur, 2008-09,2009,Kharif     ,1539,1693,1.1
Rajasthan,Pratapgarh,Arhar/Tur, 2009-10,2010,Kharif     ,1331,1464,1.1
Rajasthan,Pratapgarh,Arhar/Tur, 2010-11,2011,Kharif     ,1007,976,0.97
Rajasthan,Pratapgarh,Arhar/Tur, 2011-12,2012,Kharif     ,735,524,0.71
Rajasthan,Pratapgarh,Arhar/Tur, 2012-13,2013,Kharif     ,687,687,1
Rajasthan,Pratapgarh,Arhar/Tur, 2013-14,2014,Kharif     ,625,257,0.41
Rajasthan,Pratapgarh,Arhar/Tur, 2014-15,2015,Kharif     ,497,497,1
Rajasthan,Pratapgarh,Arhar/Tur, 2015-16,2016,Kharif     ,372,239,0.64
Rajasthan,Pratapgarh,Arhar/Tur, 2016-17,2017,Kharif     ,310,465,1.5
Rajasthan,Pratapgarh,Arhar/Tur, 2017-18,2018,Kharif     ,286,429,1.5
Rajasthan,Pratapgarh,Arhar/Tur, 2018-19,2019,Kharif     ,315,473,1.5
Rajasthan,Pratapgarh,Arhar/Tur, 2019-20,2020,Kharif     ,290,264,0.91
Rajasthan,Rajsamand,Arhar/Tur, 1998-99,1999,Kharif     ,3,4,1.33
Rajasthan,Rajsamand,Arhar/Tur, 1999-00,2000,Kharif     ,8,1,0.13
Rajasthan,Rajsamand,Arhar/Tur, 2001-02,2002,Kharif     ,3,3,1
Rajasthan,Rajsamand,Arhar/Tur, 2002-03,2003,Kharif     ,1,,0
Rajasthan,Rajsamand,Arhar/Tur, 2004-05,2005,Kharif     ,1,1,1
Rajasthan,Rajsamand,Arhar/Tur, 2005-06,2006,Kharif     ,4,2,0.5
Rajasthan,Rajsamand,Arhar/Tur, 2006-07,2007,Kharif     ,19,14,0.74
Rajasthan,Rajsamand,Arhar/Tur, 2007-08,2008,Kharif     ,11,3,0.27
Rajasthan,Rajsamand,Arhar/Tur, 2008-09,2009,Kharif     ,6,,0
Rajasthan,Rajsamand,Arhar/Tur, 2012-13,2013,Kharif     ,11,4,0.36
Rajasthan,Rajsamand,Arhar/Tur, 2013-14,2014,Kharif     ,2,1,0.5
Rajasthan,Rajsamand,Arhar/Tur, 2017-18,2018,Kharif     ,1,1,1
Rajasthan,Rajsamand,Arhar/Tur, 2018-19,2019,Kharif     ,83,83,1
Rajasthan,Sawai Madhopur,Arhar/Tur, 1997-98,1998,Kharif     ,600,200,0.33
Rajasthan,Sawai Madhopur,Arhar/Tur, 1998-99,1999,Kharif     ,1394,1847,1.32
Rajasthan,Sawai Madhopur,Arhar/Tur, 1999-00,2000,Kharif     ,2884,1441,0.5
Rajasthan,Sawai Madhopur,Arhar/Tur, 2000-01,2001,Kharif     ,3328,518,0.16
Rajasthan,Sawai Madhopur,Arhar/Tur, 2001-02,2002,Kharif     ,2719,630,0.23
Rajasthan,Sawai Madhopur,Arhar/Tur, 2002-03,2003,Kharif     ,1576,85,0.05
Rajasthan,Sawai Madhopur,Arhar/Tur, 2003-04,2004,Kharif     ,1979,990,0.5
Rajasthan,Sawai Madhopur,Arhar/Tur, 2004-05,2005,Kharif     ,407,204,0.5
Rajasthan,Sawai Madhopur,Arhar/Tur, 2005-06,2006,Kharif     ,634,317,0.5
Rajasthan,Sawai Madhopur,Arhar/Tur, 2006-07,2007,Kharif     ,627,627,1
Rajasthan,Sawai Madhopur,Arhar/Tur, 2007-08,2008,Kharif     ,623,624,1
Rajasthan,Sawai Madhopur,Arhar/Tur, 2008-09,2009,Kharif     ,329,329,1
Rajasthan,Sawai Madhopur,Arhar/Tur, 2009-10,2010,Kharif     ,185,129,0.7
Rajasthan,Sawai Madhopur,Arhar/Tur, 2010-11,2011,Kharif     ,214,161,0.75
Rajasthan,Sawai Madhopur,Arhar/Tur, 2011-12,2012,Kharif     ,162,130,0.8
Rajasthan,Sawai Madhopur,Arhar/Tur, 2012-13,2013,Kharif     ,134,107,0.8
Rajasthan,Sawai Madhopur,Arhar/Tur, 2013-14,2014,Kharif     ,110,88,0.8
Rajasthan,Sawai Madhopur,Arhar/Tur, 2014-15,2015,Kharif     ,44,35,0.8
Rajasthan,Sawai Madhopur,Arhar/Tur, 2015-16,2016,Kharif     ,67,54,0.81
Rajasthan,Sawai Madhopur,Arhar/Tur, 2016-17,2017,Kharif     ,317,250,0.79
Rajasthan,Sawai Madhopur,Arhar/Tur, 2017-18,2018,Kharif     ,71,54,0.76
Rajasthan,Sawai Madhopur,Arhar/Tur, 2018-19,2019,Kharif     ,26,21,0.81
Rajasthan,Sawai Madhopur,Arhar/Tur, 2019-20,2020,Kharif     ,18,14,0.78
Rajasthan,Sikar,Arhar/Tur, 1997-98,1998,Kharif     ,300,200,0.67
Rajasthan,Sikar,Arhar/Tur, 1998-99,1999,Kharif     ,82,109,1.33
Rajasthan,Sikar,Arhar/Tur, 1999-00,2000,Kharif     ,18,8,0.44
Rajasthan,Sikar,Arhar/Tur, 2000-01,2001,Kharif     ,11,4,0.36
Rajasthan,Sikar,Arhar/Tur, 2001-02,2002,Kharif     ,2,2,1
Rajasthan,Sikar,Arhar/Tur, 2002-03,2003,Kharif     ,5,1,0.2
Rajasthan,Sikar,Arhar/Tur, 2003-04,2004,Kharif     ,2,2,1
Rajasthan,Sikar,Arhar/Tur, 2005-06,2006,Kharif     ,6,6,1
Rajasthan,Sikar,Arhar/Tur, 2008-09,2009,Kharif     ,28,14,0.5
Rajasthan,Sikar,Arhar/Tur, 2009-10,2010,Kharif     ,208,13,0.06
Rajasthan,Sikar,Arhar/Tur, 2010-11,2011,Kharif     ,1,1,1
Rajasthan,Sikar,Arhar/Tur, 2011-12,2012,Kharif     ,6,1,0.17
Rajasthan,Sikar,Arhar/Tur, 2012-13,2013,Kharif     ,5,8,1.6
Rajasthan,Sikar,Arhar/Tur, 2016-17,2017,Kharif     ,1,1,1
Rajasthan,Sikar,Arhar/Tur, 2019-20,2020,Kharif     ,1,1,1
Rajasthan,Sirohi,Arhar/Tur, 1997-98,1998,Kharif     ,800,800,1
Rajasthan,Sirohi,Arhar/Tur, 1998-99,1999,Kharif     ,520,689,1.33
Rajasthan,Sirohi,Arhar/Tur, 1999-00,2000,Kharif     ,611,8,0.01
Rajasthan,Sirohi,Arhar/Tur, 2000-01,2001,Kharif     ,440,,0
Rajasthan,Sirohi,Arhar/Tur, 2001-02,2002,Kharif     ,524,525,1
Rajasthan,Sirohi,Arhar/Tur, 2002-03,2003,Kharif     ,362,3,0.01
Rajasthan,Sirohi,Arhar/Tur, 2003-04,2004,Kharif     ,366,366,1
Rajasthan,Sirohi,Arhar/Tur, 2004-05,2005,Kharif     ,405,171,0.42
Rajasthan,Sirohi,Arhar/Tur, 2005-06,2006,Kharif     ,1283,1165,0.91
Rajasthan,Sirohi,Arhar/Tur, 2006-07,2007,Kharif     ,844,652,0.77
Rajasthan,Sirohi,Arhar/Tur, 2007-08,2008,Kharif     ,653,653,1
Rajasthan,Sirohi,Arhar/Tur, 2008-09,2009,Kharif     ,594,424,0.71
Rajasthan,Sirohi,Arhar/Tur, 2009-10,2010,Kharif     ,311,,0
Rajasthan,Sirohi,Arhar/Tur, 2010-11,2011,Kharif     ,239,234,0.98
Rajasthan,Sirohi,Arhar/Tur, 2011-12,2012,Kharif     ,267,320,1.2
Rajasthan,Sirohi,Arhar/Tur, 2012-13,2013,Kharif     ,214,257,1.2
Rajasthan,Sirohi,Arhar/Tur, 2013-14,2014,Kharif     ,142,68,0.48
Rajasthan,Sirohi,Arhar/Tur, 2014-15,2015,Kharif     ,161,81,0.5
Rajasthan,Sirohi,Arhar/Tur, 2015-16,2016,Kharif     ,120,61,0.51
Rajasthan,Sirohi,Arhar/Tur, 2016-17,2017,Kharif     ,94,47,0.5
Rajasthan,Sirohi,Arhar/Tur, 2017-18,2018,Kharif     ,59,,0
Rajasthan,Sirohi,Arhar/Tur, 2018-19,2019,Kharif     ,66,33,0.5
Rajasthan,Sirohi,Arhar/Tur, 2019-20,2020,Kharif     ,91,49,0.54
Rajasthan,Tonk,Arhar/Tur, 1997-98,1998,Kharif     ,100,100,1
Rajasthan,Tonk,Arhar/Tur, 1998-99,1999,Kharif     ,35,46,1.31
Rajasthan,Tonk,Arhar/Tur, 1999-00,2000,Kharif     ,55,26,0.47
Rajasthan,Tonk,Arhar/Tur, 2000-01,2001,Kharif     ,48,,0
Rajasthan,Tonk,Arhar/Tur, 2001-02,2002,Kharif     ,38,,0
Rajasthan,Tonk,Arhar/Tur, 2002-03,2003,Kharif     ,7,,0
Rajasthan,Tonk,Arhar/Tur, 2003-04,2004,Kharif     ,24,12,0.5
Rajasthan,Tonk,Arhar/Tur, 2004-05,2005,Kharif     ,10,,0
Rajasthan,Tonk,Arhar/Tur, 2005-06,2006,Kharif     ,31,16,0.52
Rajasthan,Tonk,Arhar/Tur, 2006-07,2007,Kharif     ,2,1,0.5
Rajasthan,Tonk,Arhar/Tur, 2007-08,2008,Kharif     ,3,,0
Rajasthan,Tonk,Arhar/Tur, 2008-09,2009,Kharif     ,8,,0
Rajasthan,Tonk,Arhar/Tur, 2009-10,2010,Kharif     ,2,,0
Rajasthan,Tonk,Arhar/Tur, 2010-11,2011,Kharif     ,4,4,1
Rajasthan,Tonk,Arhar/Tur, 2011-12,2012,Kharif     ,10,,0
Rajasthan,Tonk,Arhar/Tur, 2012-13,2013,Kharif     ,13,13,1
Rajasthan,Tonk,Arhar/Tur, 2014-15,2015,Kharif     ,32,32,1
Rajasthan,Tonk,Arhar/Tur, 2016-17,2017,Kharif     ,4,4,1
Rajasthan,Tonk,Arhar/Tur, 2018-19,2019,Kharif     ,1,1,1
Rajasthan,Tonk,Arhar/Tur, 2019-20,2020,Kharif     ,1,1,1
Rajasthan,Udaipur,Arhar/Tur, 1997-98,1998,Kharif     ,4300,4400,1.02
Rajasthan,Udaipur,Arhar/Tur, 1998-99,1999,Kharif     ,3742,5168,1.38
Rajasthan,Udaipur,Arhar/Tur, 1999-00,2000,Kharif     ,3438,1522,0.44
Rajasthan,Udaipur,Arhar/Tur, 2000-01,2001,Kharif     ,3253,688,0.21
Rajasthan,Udaipur,Arhar/Tur, 2001-02,2002,Kharif     ,3494,3235,0.93
Rajasthan,Udaipur,Arhar/Tur, 2002-03,2003,Kharif     ,3021,948,0.31
Rajasthan,Udaipur,Arhar/Tur, 2003-04,2004,Kharif     ,3967,5336,1.35
Rajasthan,Udaipur,Arhar/Tur, 2004-05,2005,Kharif     ,3062,1519,0.5
Rajasthan,Udaipur,Arhar/Tur, 2005-06,2006,Kharif     ,3637,3280,0.9
Rajasthan,Udaipur,Arhar/Tur, 2006-07,2007,Kharif     ,3375,1967,0.58
Rajasthan,Udaipur,Arhar/Tur, 2007-08,2008,Kharif     ,3435,3403,0.99
Rajasthan,Udaipur,Arhar/Tur, 2008-09,2009,Kharif     ,3369,3177,0.94
Rajasthan,Udaipur,Arhar/Tur, 2009-10,2010,Kharif     ,3273,1144,0.35
Rajasthan,Udaipur,Arhar/Tur, 2010-11,2011,Kharif     ,3355,3153,0.94
Rajasthan,Udaipur,Arhar/Tur, 2011-12,2012,Kharif     ,3467,2008,0.58
Rajasthan,Udaipur,Arhar/Tur, 2012-13,2013,Kharif     ,3164,2850,0.9
Rajasthan,Udaipur,Arhar/Tur, 2013-14,2014,Kharif     ,3007,1855,0.62
Rajasthan,Udaipur,Arhar/Tur, 2014-15,2015,Kharif     ,2925,2932,1
Rajasthan,Udaipur,Arhar/Tur, 2015-16,2016,Kharif     ,2826,1765,0.62
Rajasthan,Udaipur,Arhar/Tur, 2016-17,2017,Kharif     ,3072,3508,1.14
Rajasthan,Udaipur,Arhar/Tur, 2017-18,2018,Kharif     ,2611,3064,1.17
Rajasthan,Udaipur,Arhar/Tur, 2018-19,2019,Kharif     ,2441,2358,0.97
Rajasthan,Udaipur,Arhar/Tur, 2019-20,2020,Kharif     ,2548,1843,0.72
Rajasthan,Ajmer,Bajra, 1997-98,1998,Kharif     ,56600,30400,0.54
Rajasthan,Ajmer,Bajra, 1998-99,1999,Kharif     ,55089,6045,0.11
Rajasthan,Ajmer,Bajra, 1999-00,2000,Kharif     ,57959,5922,0.1
Rajasthan,Ajmer,Bajra, 2000-01,2001,Kharif     ,64826,9494,0.15
Rajasthan,Ajmer,Bajra, 2001-02,2002,Kharif     ,69903,74461,1.07
Rajasthan,Ajmer,Bajra, 2002-03,2003,Kharif     ,59416,532,0.01
Rajasthan,Ajmer,Bajra, 2003-04,2004,Kharif     ,98497,137310,1.39
Rajasthan,Ajmer,Bajra, 2004-05,2005,Kharif     ,82174,41736,0.51
Rajasthan,Ajmer,Bajra, 2005-06,2006,Kharif     ,84447,5792,0.07
Rajasthan,Ajmer,Bajra, 2006-07,2007,Kharif     ,86479,70023,0.81
Rajasthan,Ajmer,Bajra, 2007-08,2008,Kharif     ,83559,82062,0.98
Rajasthan,Ajmer,Bajra, 2008-09,2009,Kharif     ,83304,81596,0.98
Rajasthan,Ajmer,Bajra, 2009-10,2010,Kharif     ,85338,6464,0.08
Rajasthan,Ajmer,Bajra, 2010-11,2011,Kharif     ,94322,128399,1.36
Rajasthan,Ajmer,Bajra, 2011-12,2012,Kharif     ,74554,95330,1.28
Rajasthan,Ajmer,Bajra, 2012-13,2013,Kharif     ,70488,76018,1.08
Rajasthan,Ajmer,Bajra, 2013-14,2014,Kharif     ,67906,83569,1.23
Rajasthan,Ajmer,Bajra, 2014-15,2015,Kharif     ,69443,93126,1.34
Rajasthan,Ajmer,Bajra, 2015-16,2016,Kharif     ,61248,47211,0.77
Rajasthan,Ajmer,Bajra, 2016-17,2017,Kharif     ,61714,60528,0.98
Rajasthan,Ajmer,Bajra, 2017-18,2018,Kharif     ,58497,69633,1.19
Rajasthan,Ajmer,Bajra, 2018-19,2019,Kharif     ,61482,102438,1.67
Rajasthan,Ajmer,Bajra, 2019-20,2020,Kharif     ,61796,94123,1.52
Rajasthan,Alwar,Bajra, 1997-98,1998,Kharif     ,166800,169300,1.01
Rajasthan,Alwar,Bajra, 1998-99,1999,Kharif     ,183981,225714,1.23
Rajasthan,Alwar,Bajra, 1999-00,2000,Kharif     ,182632,204537,1.12
Rajasthan,Alwar,Bajra, 2000-01,2001,Kharif     ,199617,257768,1.29
Rajasthan,Alwar,Bajra, 2001-02,2002,Kharif     ,188597,349521,1.85
Rajasthan,Alwar,Bajra, 2002-03,2003,Kharif     ,149753,110440,0.74
Rajasthan,Alwar,Bajra, 2003-04,2004,Kharif     ,232924,402602,1.73
Rajasthan,Alwar,Bajra, 2004-05,2005,Kharif     ,191980,302168,1.57
Rajasthan,Alwar,Bajra, 2005-06,2006,Kharif     ,219533,273938,1.25
Rajasthan,Alwar,Bajra, 2006-07,2007,Kharif     ,232214,417342,1.8
Rajasthan,Alwar,Bajra, 2007-08,2008,Kharif     ,246411,429718,1.74
Rajasthan,Alwar,Bajra, 2008-09,2009,Kharif     ,226349,380460,1.68
Rajasthan,Alwar,Bajra, 2009-10,2010,Kharif     ,276962,312113,1.13
Rajasthan,Alwar,Bajra, 2010-11,2011,Kharif     ,273147,508361,1.86
Rajasthan,Alwar,Bajra, 2011-12,2012,Kharif     ,267792,552935,2.06
Rajasthan,Alwar,Bajra, 2012-13,2013,Kharif     ,240770,477223,1.98
Rajasthan,Alwar,Bajra, 2013-14,2014,Kharif     ,243194,454929,1.87
Rajasthan,Alwar,Bajra, 2014-15,2015,Kharif     ,249996,505037,2.02
Rajasthan,Alwar,Bajra, 2015-16,2016,Kharif     ,262025,467385,1.78
Rajasthan,Alwar,Bajra, 2016-17,2017,Kharif     ,273586,588048,2.15
Rajasthan,Alwar,Bajra, 2017-18,2018,Kharif     ,275812,540061,1.96
Rajasthan,Alwar,Bajra, 2018-19,2019,Kharif     ,273830,569708,2.08
Rajasthan,Alwar,Bajra, 2019-20,2020,Kharif     ,284580,598865,2.1
Rajasthan,Banswara,Bajra, 1998-99,1999,Kharif     ,17,7,0.41
Rajasthan,Banswara,Bajra, 1999-00,2000,Kharif     ,41,14,0.34
Rajasthan,Banswara,Bajra, 2000-01,2001,Kharif     ,83,37,0.45
Rajasthan,Banswara,Bajra, 2001-02,2002,Kharif     ,107,80,0.75
Rajasthan,Banswara,Bajra, 2002-03,2003,Kharif     ,51,11,0.22
Rajasthan,Banswara,Bajra, 2003-04,2004,Kharif     ,58,66,1.14
Rajasthan,Banswara,Bajra, 2004-05,2005,Kharif     ,50,32,0.64
Rajasthan,Banswara,Bajra, 2005-06,2006,Kharif     ,101,44,0.44
Rajasthan,Banswara,Bajra, 2006-07,2007,Kharif     ,91,64,0.7
